,n,noise_lvl,data_type,model,TRE,TRE_STD,TESTE,TESTE_STD,E_DIFF,model_param
46,5,0.1,circles,svm,0.34550000000000003,0.005722761571129782,0.3295,0.038,0.016000000000000014,10.0
47,5,0.1,circles,svm,0.377375,0.007921489758877414,0.31449999999999995,0.03200000000000003,0.06287500000000007,50.0
48,5,0.1,moons,logistic,0.39937500000000004,0.005968668193156646,0.397,0.011575836902790236,0.002375000000000016,0.001
49,5,0.1,moons,logistic,0.409875,0.0031024184114976966,0.414,0.012884098726725107,-0.00412499999999999,0.01
50,5,0.1,moons,logistic,0.42750000000000005,0.002850438562747852,0.4255,0.009165151389911688,0.0020000000000000573,0.1
51,5,0.1,moons,logistic,0.42924999999999996,0.0025495097567963883,0.4285,0.009273618495495711,0.0007499999999999729,0.5
52,5,0.1,moons,logistic,0.429625,0.003020761493398643,0.4295,0.006633249580710806,0.00012499999999998623,1.0
53,5,0.1,moons,logistic,0.42962500000000003,0.002915475947422655,0.43,0.008366600265340763,-0.0003749999999999587,10.0
54,5,0.1,moons,logistic,0.42962500000000003,0.002915475947422655,0.43,0.008366600265340763,-0.0003749999999999587,100.0
55,5,0.1,moons,svm,0.39837500000000003,0.0018708286933869693,0.3975,0.008944271909999166,0.0008750000000000147,0.001
56,5,0.1,moons,svm,0.4215,0.0026925824035672298,0.42099999999999993,0.009273618495495711,0.000500000000000056,0.005
57,5,0.1,moons,svm,0.42625,0.004472135954999571,0.42700000000000005,0.011575836902790236,-0.0007500000000000284,0.01
58,5,0.1,moons,svm,0.430375,0.0029154759474226337,0.429,0.006000000000000005,0.001375000000000015,0.05
59,5,0.1,moons,svm,0.43462500000000004,0.003999999999999995,0.4335,0.012083045973594584,0.0011250000000000426,0.1
60,5,0.1,moons,svm,0.459375,0.003952847075210474,0.4575,0.018973665961010258,0.00187499999999996,0.5
61,5,0.1,moons,svm,0.472,0.004568916720624271,0.4665,0.01166190378969057,0.005499999999999949,5.0
62,5,0.1,moons,svm,0.472625,0.005326818938165627,0.46799999999999997,0.013564659966250503,0.004625000000000046,10.0
63,5,0.1,moons,svm,0.476,0.005099019513592783,0.46699999999999997,0.017720045146669326,0.009000000000000008,50.0
64,5,0.2,circles,logistic,0.250875,0.009956153875869954,0.23450000000000001,0.013928388277184107,0.016375,0.001
65,5,0.2,circles,logistic,0.24974999999999997,0.021280859945030407,0.23500000000000001,0.031144823004794882,0.014749999999999958,0.01
66,5,0.2,circles,logistic,0.252,0.03056141357987226,0.23149999999999998,0.04433959855479074,0.020500000000000018,0.1
67,5,0.2,circles,logistic,0.25187499999999996,0.030993951022739927,0.23249999999999998,0.04393176527297759,0.019374999999999976,0.5
68,5,0.2,circles,logistic,0.25200000000000006,0.03059207413693945,0.23349999999999999,0.04365775990588614,0.018500000000000072,1.0
69,5,0.2,circles,logistic,0.2515,0.031040296390337504,0.23249999999999998,0.04393176527297759,0.019000000000000017,10.0
70,5,0.2,circles,logistic,0.251625,0.03149007780238089,0.23249999999999998,0.04393176527297759,0.019125000000000003,100.0
71,5,0.2,circles,svm,0.25275,0.0033166247903554094,0.23900000000000002,0.013266499161421585,0.013749999999999957,0.001
72,5,0.2,circles,svm,0.25275,0.0033166247903554094,0.23900000000000002,0.013266499161421585,0.013749999999999957,0.005
73,5,0.2,circles,svm,0.25275,0.0033166247903554094,0.23900000000000002,0.013266499161421585,0.013749999999999957,0.01
74,5,0.2,circles,svm,0.301125,0.010350120772242231,0.2885,0.03789459064299282,0.012624999999999997,0.05
75,5,0.2,circles,svm,0.32937500000000003,0.007786205751198731,0.32199999999999995,0.042,0.007375000000000076,0.1
76,5,0.2,circles,svm,0.3295,0.007881941385217205,0.32599999999999996,0.039064049969249226,0.0035000000000000586,0.5
77,5,0.2,circles,svm,0.33575,0.008923284148787366,0.3225,0.0438178046004133,0.013249999999999984,5.0
78,5,0.2,circles,svm,0.3395,0.006910137480542659,0.31999999999999995,0.0391152144312159,0.019500000000000073,10.0
79,5,0.2,circles,svm,0.372625,0.010588909292273697,0.2965,0.030265491900843114,0.076125,50.0
80,5,0.2,moons,logistic,0.39837500000000003,0.006204836822995423,0.3955,0.030561413579872247,0.0028750000000000164,0.001
81,5,0.2,moons,logistic,0.402875,0.005454356057317838,0.4050000000000001,0.03178049716414139,-0.002125000000000099,0.01
82,5,0.2,moons,logistic,0.41900000000000004,0.006403124237432868,0.4215,0.032954514106568154,-0.0024999999999999467,0.1
83,5,0.2,moons,logistic,0.4245,0.006819090848492908,0.4245,0.034263683398023624,0.0,0.5
84,5,0.2,moons,logistic,0.425,0.007288689868556626,0.42300000000000004,0.03277193921634787,0.0019999999999999463,1.0
85,5,0.2,moons,logistic,0.424625,0.006964194138592037,0.4225,0.03361547262794321,0.002124999999999988,10.0
86,5,0.2,moons,logistic,0.42424999999999996,0.00739087274954726,0.4225,0.03361547262794321,0.0017499999999999738,100.0
87,5,0.2,moons,svm,0.39412499999999995,0.005396758286230736,0.39250000000000007,0.025495097567963913,0.0016249999999998765,0.001
88,5,0.2,moons,svm,0.41125,0.005645794895318085,0.41050000000000003,0.030232432915661925,0.0007499999999999729,0.005
89,5,0.2,moons,svm,0.4145,0.006680194607943705,0.41550000000000004,0.029051678092667888,-0.0010000000000000564,0.01
90,5,0.2,moons,svm,0.421875,0.006373774391990963,0.42400000000000004,0.029086079144497966,-0.0021250000000000435,0.05
91,5,0.2,moons,svm,0.430875,0.007729812416870138,0.4295,0.029223278392404902,0.001375000000000015,0.1
92,5,0.2,moons,svm,0.46425,0.00483476990145343,0.46349999999999997,0.02249444375840397,0.0007500000000000284,0.5
93,5,0.2,moons,svm,0.474125,0.003020761493398643,0.46799999999999997,0.013190905958272886,0.006125000000000047,5.0
94,5,0.2,moons,svm,0.47512499999999996,0.0034820970692960385,0.471,0.011661903789690564,0.00412499999999999,10.0
95,5,0.2,moons,svm,0.47837500000000005,0.0031224989991992195,0.4725,0.015165750888103078,0.005875000000000075,50.0
96,5,0.3,circles,logistic,0.25600000000000006,0.012237238250520433,0.231,0.023151673805580444,0.02500000000000005,0.001
97,5,0.3,circles,logistic,0.25037499999999996,0.022144412387778548,0.2285,0.024207436873820404,0.02187499999999995,0.01
98,5,0.3,circles,logistic,0.25587499999999996,0.015463667094192106,0.23399999999999999,0.026381811916545837,0.021874999999999978,0.1
99,5,0.3,circles,logistic,0.256625,0.014504309704360258,0.2375,0.02846049894151542,0.019125000000000003,0.5
100,5,0.3,circles,logistic,0.256875,0.015592466129512664,0.2375,0.027928480087537885,0.01937500000000003,1.0
101,5,0.3,circles,logistic,0.257,0.0158784445082004,0.2385,0.029086079144497977,0.018500000000000016,10.0
102,5,0.3,circles,logistic,0.257,0.0158784445082004,0.2385,0.029086079144497977,0.018500000000000016,100.0
103,5,0.3,circles,svm,0.256375,0.012308533625091166,0.23049999999999998,0.02727636339397171,0.025875000000000037,0.001
104,5,0.3,circles,svm,0.255875,0.010416333327999823,0.23049999999999998,0.02727636339397171,0.025375000000000036,0.005
105,5,0.3,circles,svm,0.25625000000000003,0.011832159566199239,0.23049999999999998,0.02727636339397171,0.02575000000000005,0.01
106,5,0.3,circles,svm,0.296375,0.016944763202830535,0.2835,0.03171750305430739,0.012875000000000025,0.05
107,5,0.3,circles,svm,0.33399999999999996,0.006547900426854383,0.32250000000000006,0.03331666249791539,0.0114999999999999,0.1
108,5,0.3,circles,svm,0.33774999999999994,0.006919176251549003,0.3275,0.02664582518894848,0.010249999999999926,0.5
109,5,0.3,circles,svm,0.34437500000000004,0.010093314619093173,0.32399999999999995,0.023366642891095826,0.020375000000000087,5.0
110,5,0.3,circles,svm,0.351375,0.009855201672213532,0.325,0.01923538406167136,0.026374999999999982,10.0
111,5,0.3,circles,svm,0.38087499999999996,0.007053367989832943,0.3095,0.04042276586281548,0.07137499999999997,50.0
112,5,0.3,moons,logistic,0.40075000000000005,0.005208166663999943,0.40249999999999997,0.03065941943351177,-0.0017499999999999183,0.001
113,5,0.3,moons,logistic,0.41262499999999996,0.008077747210701747,0.41200000000000003,0.027092434368288114,0.0006249999999999312,0.01
114,5,0.3,moons,logistic,0.42774999999999996,0.006154266812545601,0.426,0.02501999200639363,0.0017499999999999738,0.1
115,5,0.3,moons,logistic,0.4311249999999999,0.006194755846681952,0.4285,0.026191601707417612,0.002624999999999933,0.5
116,5,0.3,moons,logistic,0.43099999999999994,0.0061032778078668505,0.4295,0.0239582971014219,0.0014999999999999458,1.0
117,5,0.3,moons,logistic,0.43150000000000005,0.0058416607227739815,0.429,0.025416530054277693,0.0025000000000000577,10.0
118,5,0.3,moons,logistic,0.43162500000000004,0.0059476886266851756,0.429,0.025416530054277693,0.002625000000000044,100.0
